t,U
98.93677273,5.378048037
98.94431818,4.550025494
98.95563636,3.500493736
98.9694697,2.503702267
98.97701515,1.586021232
98.98581818,0.8265610651
98.98959091,-0.1508922978
99.00656818,-1.019349063
99.01788636,-1.546751956
99.02228788,-2.42224076
99.03109091,-3.11313855
99.04240909,-3.888420804
99.07447727,-4.834869269
99.11597727,-4.869390186
99.15747727,-4.268150887
99.19897727,-3.825132457
99.24047727,-3.523074436
99.28197727,-3.44252563
99.32347727,-3.23540013
99.36497727,-2.982246741
99.40647727,-2.683065463
99.44797727,-2.435665561
99.48947727,-2.314842352
99.53097727,-2.061688963
99.57247727,-1.831549519
99.61397727,-1.831549519
99.65547727,-1.78552163
99.69697727,-1.704972824
99.73847727,-1.658944935
99.77997727,-1.57839613
99.82147727,-1.647437963
99.86297727,-1.704972824
99.90447727,-1.658944935
99.94597727,-1.57839613
99.98747727,-1.509354296
